title,companies offering,possible careers
Artificial Intelligence - Software Engineering Technology (Online) (Optional Co-op),"IBM Canada, Manulife, CIBC, RBC, BMO, Bell Canada, Scotiabank, TD, Toronto Transit Commission (TTC), American Express, Toronto Stock Exchange, Canadian Tire, Top Hat, SOTI, and more.","AI Developer, Software Engineer, Machine Learning Engineer, Data Analytics Developer, Software tester, Mobile application developer, Computer programmer, Systems analyst, Data analyst, Data Science Developer, Database Developer, Web application developer, Applications or software support"
